N1	N2	Na	Tsplit
29.96014	6.52600	23.78587	2.98713 
17.87071	5.41692	12.99799	26.35046 
25.11429	10.08550	8.91733	4.65031 
3.62679	8.02321	26.33127	26.31279 
26.96601	11.83972	4.37602	20.49800 
24.47976	14.41390	9.63475	4.27318 
2.00542	3.58691	26.78496	28.78042 
21.00707	12.77296	6.72768	18.57120 
17.36725	3.67353	6.46360	8.09563 
17.73329	28.89555	8.32461	23.93650 
11.78817	27.91136	25.90860	18.83144 
24.55201	15.50037	10.25074	16.28210 
28.11905	12.20960	21.82988	9.28461 
24.06279	27.27164	2.70899	10.59257 
26.94457	5.52776	17.23087	0.14570 
14.81987	24.17336	23.25690	1.07741 
22.35933	17.39058	10.27440	27.98767 
27.43078	1.47251	10.79785	13.50131 
2.81475	25.54456	6.20187	17.77520 
13.07142	14.20450	20.68688	3.77872 
10.66770	22.37617	9.46703	23.71477 
23.40152	22.01359	4.86543	19.87192 
4.55626	24.42737	11.76509	3.07343 
14.38945	21.43249	16.10201	10.42365 
3.21194	20.17173	26.64668	5.02783 
22.38151	17.96772	18.60429	7.56513 
13.36609	26.07689	2.67208	19.28911 
21.94531	6.83843	25.72077	5.69786 
20.58928	27.88556	4.02361	3.31607 
26.04101	2.92736	29.81980	17.79243 
27.44556	9.14447	0.62883	27.42300 
28.79674	29.65342	4.87437	6.15424 
2.58231	7.83148	27.13233	14.52244 
17.61665	26.60083	10.05602	23.68226 
17.97642	7.16781	5.57018	27.11764 
1.37382	20.88809	28.46618	17.30858 
25.37793	28.22183	21.82819	26.77196 
29.97630	19.80158	18.49207	1.84577 
10.94386	28.66492	12.39911	27.10175 
29.59806	19.43068	15.49065	27.29309 
21.74246	12.09782	19.94168	23.42812 
4.36346	23.63108	22.01401	2.38548 
17.88721	17.92750	26.66868	19.41249 
24.41046	11.48475	8.88687	15.29749 
7.41926	8.95931	14.30563	11.31246 
29.00112	13.99297	20.23659	2.42769 
0.10561	18.46879	5.20878	4.81400 
7.75808	15.82034	18.08002	21.85320 
14.06868	9.66118	13.90315	11.75337 
21.04893	25.69155	16.02069	10.68483 
9.84814	11.97066	26.94263	4.66450 
0.64028	29.38342	16.72151	9.86229 
2.84641	8.18073	8.40097	4.15246 
8.94213	4.78852	13.25731	26.30872 
2.89764	8.57681	20.82448	29.53606 
29.17079	25.75218	24.83411	28.79908 
9.01985	16.46632	17.39797	21.09959 
20.82944	15.38277	17.36933	5.58221 
5.12295	16.40591	8.65577	0.81715 
24.26782	24.81568	28.86996	17.17212 
16.29636	27.88086	12.08047	25.62121 
25.04925	28.37392	14.72901	3.98832 
18.26946	11.72759	19.57579	18.99818 
20.84161	21.97901	11.23909	12.88418 
6.55649	15.09367	15.18995	11.89555 
6.62515	16.98727	15.12796	24.94945 
20.63361	14.05791	14.32875	12.17663 
2.17404	26.18146	13.49710	26.61284 
29.77162	21.48243	4.36486	16.69486 
20.56649	6.97646	5.73063	1.76958 
7.98300	8.37654	15.08269	25.30707 
15.86627	10.65356	2.01191	23.02466 
0.64342	5.33860	5.35243	12.06969 
4.70404	6.76026	11.28736	13.29543 
29.40860	20.35773	7.05499	19.40115 
14.59998	10.06378	22.65752	4.47046 
8.94382	8.69971	13.03636	27.51739 
23.13019	20.29193	13.39151	26.70100 
27.33977	25.62607	25.00857	12.43711 
19.44843	29.41080	9.10747	29.21971 
17.68187	21.38094	9.00538	0.80905 
28.11290	29.73434	18.84162	10.55337 
14.68938	3.17661	10.14303	5.03461 
6.40915	29.69306	10.01895	0.95212 
14.17670	8.14149	5.80315	23.27628 
3.24745	5.18715	28.39649	9.86621 
11.36211	29.29643	12.13244	7.15210 
20.26533	12.27352	9.85663	27.01203 
20.72849	20.62175	15.15004	27.64411 
25.28566	14.36014	2.45658	0.57705 
27.19218	24.94532	3.97763	23.86657 
7.14974	0.12929	28.87554	8.33335 
10.72500	1.17960	24.96080	26.26525 
28.49576	19.26334	7.26431	16.63076 
21.02067	11.82361	6.79226	28.04262 
9.01795	21.96739	21.90773	8.83877 
23.94149	6.85024	5.88890	18.88842 
8.08392	28.56111	20.02113	16.78561 
2.87977	29.88500	16.68011	10.01366 
2.17497	29.97941	8.54999	0.36949 
8.34618	17.60743	18.97840	9.18682 
16.92077	3.46468	3.63320	29.32896 
17.55118	12.06628	12.66168	19.88296 
17.78392	15.14945	11.25623	6.70777 
5.82468	22.25378	25.80162	27.85258 
19.07210	17.52265	20.67044	5.72086 
3.76980	19.58238	4.53542	3.82473 
0.22233	15.46056	1.27138	2.29345 
26.33497	17.91022	20.11741	17.50040 
24.50043	8.06361	0.48404	20.61677 
7.74285	5.55986	10.29514	24.25522 
19.70661	24.17725	23.11678	24.65676 
7.99517	8.85586	26.33391	10.36945 
3.46372	20.96114	23.68679	22.20930 
7.21088	8.23874	6.75808	21.62488 
5.98650	1.37642	23.50523	1.61079 
26.36580	1.30064	6.80498	19.28482 
18.03936	0.27016	25.07323	0.06205 
6.66891	12.97868	22.76265	26.48746 
19.19391	27.03261	21.52368	16.72078 
9.89824	28.76006	17.23422	5.21831 
3.65923	27.80780	26.85240	2.80135 
21.57041	25.52040	29.76702	8.01159 
18.41688	19.60925	1.61036	25.93975 
17.79889	25.61581	2.56287	15.86092 
18.14462	4.37566	2.20332	1.40186 
13.18284	25.83494	2.36539	4.67794 
11.87970	12.99112	8.10314	5.93048 
11.26226	16.41232	23.55352	13.10602 
11.20812	12.39379	1.09530	18.20072 
2.62081	8.43709	23.47934	14.30893 
29.57220	1.20428	26.46985	3.57778 
6.32618	17.37605	0.75822	8.50228 
14.55227	3.37704	1.82343	3.31983 
9.06757	15.67209	21.66608	5.44577 
8.13666	0.19909	24.65743	12.80299 
19.87161	23.83621	20.26329	22.94650 
27.11501	19.05156	24.77675	27.79758 
14.18738	17.20494	24.81425	16.21235 
26.95547	15.97290	14.21598	29.31163 
25.14246	5.98391	15.03021	14.21926 
20.19020	20.44816	27.76439	3.27628 
22.77139	12.08878	29.42212	11.57083 
25.44607	21.21684	28.06577	18.18503 
0.09183	19.33992	7.50329	7.02745 
23.64466	2.32956	7.20539	6.96228 
9.64155	0.34611	13.79014	14.60274 
8.66524	0.48363	19.02670	17.80639 
14.91282	10.42215	4.85387	15.46767 
10.37637	11.94252	11.34657	10.24260 
22.97181	17.08614	26.93448	3.90498 
28.99423	14.46125	22.46573	11.19835 
12.16460	26.73894	21.20063	25.37548 
23.77522	29.72778	9.29323	17.71995 
21.59492	22.57881	17.01313	12.38866 
19.94178	10.81260	26.63838	20.12193 
21.64576	14.00936	22.48236	7.93248 
4.19544	8.79922	12.59852	23.51958 
29.29738	20.75516	3.35058	7.66523 
1.26620	8.79155	26.52489	23.10196 
9.33653	15.29615	23.87413	13.98220 
5.63810	17.27908	14.86278	3.79131 
28.70967	29.22103	11.48795	8.96390 
0.53788	12.78235	0.75311	7.84420 
8.82610	9.40288	26.23534	26.88090 
11.35234	12.25360	20.03007	8.07317 
0.32746	24.54108	3.07585	25.03819 
12.31529	28.40217	20.43482	25.18387 
28.51029	27.24125	8.12418	0.49114 
23.68412	22.62102	21.37839	6.35969 
13.55912	27.06191	12.99429	9.93897 
10.00796	25.78732	1.17870	26.48994 
19.82111	5.62972	7.59083	15.51000 
8.15120	18.83211	6.10824	26.91844 
5.71931	17.63268	29.40849	15.05616 
15.39810	25.94118	16.55588	3.37136 
20.44588	6.30828	26.60996	18.70968 
28.17738	21.44837	2.09699	20.67159 
16.63092	2.09688	24.11010	20.03327 
2.45463	27.06375	19.66801	6.97207 
17.87676	12.38199	2.67804	28.67985 
27.19085	14.53328	7.28123	25.85170 
0.92618	3.21541	24.06258	14.46066 
15.05392	24.53996	21.25145	17.09567 
15.85062	13.21196	3.94268	4.12900 
22.35166	11.53276	6.03165	29.10528 
16.96049	14.23617	29.65714	12.29017 
14.12271	25.99166	18.44690	6.41412 
4.19264	27.48939	24.68245	29.94528 
0.55839	14.23715	10.50799	17.19951 
29.42981	28.61307	24.78190	27.75929 
2.54782	13.79754	27.50092	6.03142 
10.60373	20.04279	16.33526	3.36536 
14.33090	24.44066	5.45621	28.77971 
27.98389	16.87855	20.41110	9.31609 
12.24781	18.81697	10.62362	11.11962 
8.86162	13.55582	18.97638	15.54852 
23.68634	6.25868	14.87469	29.68414 
3.62216	1.09678	27.65552	18.34096 
19.61125	23.06007	21.95433	19.78146 
2.65341	19.37345	6.93229	19.85620 
8.08342	22.16741	7.71805	18.05914 
2.40681	1.88932	15.17750	23.48258 
17.41190	29.91677	8.48990	10.94325 
9.45247	2.09088	14.41122	27.62571 
13.17940	0.29595	2.11711	11.81953 
16.73820	14.80320	26.87598	29.18507 
8.99865	1.63932	5.25502	7.19311 
10.88033	11.03037	14.74062	8.56481 
19.54072	9.80338	17.40969	9.79696 
14.01130	19.22609	4.52519	5.06894 
2.51454	29.81148	3.35696	10.78321 
2.23968	28.87488	18.38731	1.63951 
6.50398	4.47919	29.79105	24.56877 
28.86437	26.16645	4.18074	6.57019 
3.09879	8.02401	9.11880	18.10227 
7.51883	28.70264	13.39908	5.02813 
5.19196	24.63743	7.06443	1.82448 
4.45465	26.45912	14.74768	10.43919 
5.20767	4.17521	24.25864	20.62682 
22.45348	9.14097	21.15271	24.82029 
20.14860	15.76921	25.42205	24.05505 
14.24869	20.35827	11.38699	15.21962 
15.57510	15.65031	10.62733	10.93864 
8.25438	15.85138	4.70471	10.79219 
0.77152	12.39976	15.13171	12.00056 
9.08365	8.77844	21.55034	24.58175 
24.57028	25.34980	17.43490	3.05276 
29.19270	24.68734	3.57905	12.90884 
23.42903	9.55648	6.96904	2.28254 
24.70187	4.76435	26.51630	25.57409 
21.11690	28.72606	3.78316	27.68985 
13.76576	13.52370	25.22835	13.38770 
28.63072	4.49045	6.46893	29.05420 
14.28294	9.44301	6.71836	18.36915 
8.00055	5.45669	27.92502	6.30546 
21.16607	6.28995	10.25013	15.40345 
17.63871	3.41120	20.39474	11.11099 
27.04517	20.03891	5.98090	22.66096 
24.81591	4.34069	26.67478	14.89222 
7.63561	1.94535	7.10664	6.32558 
7.32811	15.31456	4.79256	9.72946 
1.63317	24.42665	24.87760	22.17202 
23.95379	17.35871	20.00983	19.89761 
24.26828	8.09576	19.25783	1.13511 
0.93474	22.81519	17.59064	24.16298 
29.64305	9.70041	29.79011	28.56162 
26.80537	12.49499	0.94816	22.96631 
9.81238	13.13307	23.41484	21.44078 
12.99410	3.91159	26.48964	27.78829 
10.54752	23.21690	12.37606	11.96141 
21.91939	11.15220	9.74669	13.74709 
21.97500	18.26808	26.07208	13.15776 
10.00912	23.68646	9.36770	16.22138 
12.43658	10.18876	15.67848	6.71273 
1.03474	21.88427	10.45082	0.91097 
29.63271	4.17604	29.20256	19.24914 
4.94815	0.43971	19.16383	15.16189 
6.01240	17.32561	8.53227	28.54035 
6.53048	5.47217	10.49237	11.36306 
20.11145	2.31058	26.81624	12.55388 
4.37293	24.70155	28.65535	1.74307 
20.52078	11.92771	10.22526	1.39731 
11.58953	15.83716	0.58700	10.49657 
0.61252	18.90354	7.31848	11.58581 
16.89301	25.38316	5.21832	11.83200 
2.41131	26.30610	14.54340	27.60529 
19.27787	28.30548	14.81301	29.44353 
3.18315	24.68966	8.76755	13.39075 
29.71661	22.30854	24.79196	7.25134 
5.10686	16.74000	10.64719	24.35365 
0.49139	3.02653	7.87146	5.32786 
0.05507	15.41363	4.48149	17.24831 
25.31140	22.15965	1.88925	11.57785 
22.94432	5.26229	4.19808	19.27551 
18.69852	22.91239	26.85259	27.13452 
2.73793	11.76307	5.50425	6.75287 
27.62889	26.37076	12.06059	1.77817 
8.28729	26.04335	1.50749	21.12345 
8.29002	1.48467	29.94031	16.27228 
26.33530	21.56615	20.63434	12.49099 
19.16952	2.53206	2.08985	27.93112 
25.66460	28.25355	26.93001	3.25164 
1.37300	23.79482	21.59036	6.13671 
24.41459	1.32685	0.91368	10.49014 
10.90634	2.05342	11.98436	16.39598 
26.61711	24.30207	14.00530	9.96031 
8.27207	20.42783	8.89221	18.42758 
2.43355	12.55764	16.58093	5.82151 
11.75533	25.49274	22.50277	11.50643 
16.30128	14.42910	5.39737	2.80172 
10.26075	13.80478	13.83921	10.07976 
7.64885	18.61504	18.99215	2.31737 
4.35134	18.72502	15.51037	10.38235 
26.62738	3.74012	10.83972	20.47907 
8.83830	11.48784	19.54162	21.30971 
2.78155	16.64115	26.49096	27.79652 
21.47853	6.10192	11.82715	16.69892 
11.41950	10.13403	24.04669	17.23825 
26.84200	2.70846	2.83295	1.13136 
1.53368	18.33239	20.71487	18.20299 
6.04831	26.24611	20.17203	7.75466 
17.80058	6.73763	12.39354	5.76595 
28.77603	20.64211	24.45802	11.73682 
6.76950	21.12648	28.12907	26.90922 
6.45941	18.90368	9.97141	5.03017 
15.54877	15.91547	14.60839	6.67994 
9.48925	9.11724	11.89130	9.51916 
4.65117	7.54456	16.63193	13.08349 
20.27975	26.03480	8.71539	0.45188 
3.04062	14.87370	14.37690	28.26683 
11.79351	17.12664	22.20701	12.30418 
6.65128	0.95912	1.74100	15.43204 
15.88540	1.46892	8.15800	28.93235 
29.65206	8.55702	11.11449	18.24686 
16.70846	14.83623	5.76339	16.98110 
12.79577	5.82881	2.43838	8.09903 
0.28888	16.09948	18.53702	4.70918 
3.95465	17.74188	0.02448	11.01377 
28.90995	8.02186	6.44899	15.87776 
11.11832	7.57695	13.78871	8.52034 
0.39773	27.48504	1.42038	18.01680 
4.71811	23.45495	10.80956	4.41896 
1.19156	10.92855	13.05417	4.17531 
27.60847	19.43064	7.43125	17.43089 
5.45310	9.37573	12.86461	18.42309 
26.48086	8.65593	17.49512	27.21035 
15.47163	4.39492	5.59743	26.09601 
17.58736	26.22149	4.90309	1.56025 
10.04844	3.56178	21.97543	3.50781 
19.01744	13.94561	27.62598	4.42606 
28.90302	14.77360	10.75207	7.36059 
7.94228	23.27306	0.16820	10.78344 
3.63864	24.21641	21.37860	8.24681 
6.66565	14.25480	23.37379	3.83581 
22.67671	11.89080	27.36345	22.24901 
22.80776	20.43655	6.85010	9.35718 
8.70875	27.49401	22.33553	21.22997 
13.23859	15.09020	16.15274	1.33410 
28.25250	23.31548	29.46473	2.86510 
6.53581	1.83840	10.42962	15.82235 
25.70284	21.81803	7.39056	13.56285 
26.10457	17.45044	7.22702	20.78873 
22.81919	15.75551	27.41012	14.15147 
22.51247	20.75563	14.97956	5.10892 
2.14303	28.83815	3.85883	26.24890 
0.19580	17.50579	21.42004	25.69012 
7.28355	4.52148	22.26512	17.83633 
5.31908	16.61304	24.35838	15.63894 
16.13525	18.73924	12.59063	2.51546 
3.91483	16.37534	19.81057	20.06214 
13.13126	16.11078	29.27651	18.98468 
11.25887	0.53129	0.46583	11.94566 
3.44889	1.86338	1.52336	6.36164 
17.75986	15.05513	4.62602	10.88554 
3.10821	18.70341	14.75057	2.82867 
0.14022	6.43620	14.77759	19.00792 
9.62435	16.82090	12.64818	4.66208 
16.10054	8.69408	15.31861	13.85171 
11.92448	15.68008	6.39862	16.18690 
18.06867	13.04116	15.72410	15.14795 
28.56296	6.57845	11.47955	19.92013 
4.65497	29.31029	7.08053	25.70403 
14.33234	11.49075	7.43069	23.82102 
22.28941	15.48947	21.25675	23.67439 
11.51657	19.75997	10.23519	16.07472 
14.77774	15.31633	4.24686	18.32621 
19.88135	10.51449	17.13329	3.13307 
14.99757	1.23418	1.45490	0.73082 
0.22723	2.78241	1.04814	11.23613 
21.04768	2.03901	27.16921	6.30719 
8.03752	8.53495	0.71216	5.01245 
28.53723	8.61949	6.78989	9.06298 
13.70017	27.25903	14.79674	23.37340 
21.11600	17.53615	19.37934	19.14066 
4.17710	5.48399	29.55245	21.82219 
24.87216	12.39899	2.01533	25.40613 
17.13849	24.79792	12.92995	13.60651 
3.81840	16.39405	22.12759	13.12553 
11.30922	19.43971	5.33220	22.36836 
24.53528	19.96067	10.48967	28.54934 
9.81785	8.23428	9.65095	28.44491 
0.36050	24.99261	15.68300	14.54956 
12.12485	29.42564	11.65559	22.48522 
6.24231	7.85075	19.18525	23.46618 
15.33135	8.36817	15.42061	4.58680 
28.43842	11.59944	28.98688	14.93321 
13.08496	21.31916	3.96410	5.02771 
13.62898	0.85663	13.45576	28.39225 
26.71082	24.44810	6.48927	8.23498 
7.13657	18.36161	1.02873	12.70112 
17.37243	20.05673	20.79719	4.34581 
26.46892	18.35376	14.92309	10.96340 
17.85000	18.96316	8.92077	19.45058 
10.90414	17.13437	22.67328	27.39997 
12.96961	1.82515	21.75520	2.68123 
20.97918	22.93149	19.17397	18.78246 
15.36281	15.01930	13.23244	14.00488 
14.23605	4.76816	16.36556	4.38326 
3.44528	9.12828	27.57239	8.20794 
21.88302	5.19173	15.13046	2.68987 
6.48069	13.56295	27.45019	16.99721 
24.67800	11.99556	22.74468	18.31444 
5.21748	24.79040	23.71113	9.60416 
13.98551	1.43618	27.60061	13.45449 
24.80904	6.97627	3.77250	21.62134 
6.37632	25.29352	12.65568	25.48027 
16.56873	13.00315	18.06949	12.47201 
16.79089	11.73890	12.39100	28.44048 
1.53731	28.00206	21.97965	2.24064 
13.12799	3.82489	12.49165	0.38263 
26.08333	13.12463	15.81641	25.03387 
2.31967	24.01400	15.09206	29.67119 
5.28486	22.65598	18.75522	27.93447 
5.82015	4.97723	7.58602	0.30845 
17.36091	9.60869	16.97308	27.57779 
9.20395	25.18092	3.06649	21.57907 
14.64449	25.48197	10.15228	11.26367 
16.77201	12.84564	4.82622	11.82303 
0.08265	10.76192	26.43673	17.99321 
0.27252	25.28427	2.14718	16.06482 
24.15894	26.56087	9.03835	12.68782 
22.77457	21.74327	11.02010	1.33614 
24.86344	20.65712	13.77667	4.52935 
27.32913	9.26978	23.20988	19.28910 
25.08780	6.52335	2.67978	24.17995 
29.16083	27.52578	2.57897	9.96334 
15.87999	9.20148	17.34643	8.23706 
26.50742	23.19170	27.92689	27.71434 
28.67052	12.50118	19.82681	8.56545 
11.42567	10.49764	26.65662	23.51621 
12.20135	7.00547	29.34585	10.98826 
2.90833	13.74954	8.58505	9.57579 
5.78847	5.79229	3.73072	7.39276 
22.44993	13.53253	22.51113	19.90684 
8.76079	8.70723	1.84372	28.52831 
12.60116	15.22153	23.43242	21.30015 
1.84331	0.48595	0.34329	26.73972 
7.41906	4.88740	10.20677	25.98326 
3.53612	24.42830	19.76490	28.54995 
18.49132	1.03027	12.74414	9.97634 
14.11779	13.92274	1.62031	29.14666 
20.26130	1.45742	26.27991	17.68308 
8.55992	23.03961	4.59360	9.52938 
20.23185	20.52653	2.14212	24.29812 
2.19830	24.05781	24.62772	4.00818 
8.34200	4.28836	0.32581	28.66666 
6.15582	12.00234	0.04919	6.69816 
12.33019	25.05187	16.24089	14.32491 
2.14806	18.30513	8.65279	20.43834 
25.03165	13.76289	29.00430	2.78239 
20.04731	10.99574	12.43377	27.64321 
0.73415	11.30463	21.76521	28.99406 
18.59613	18.68912	4.50798	6.00995 
4.92515	10.55645	18.04836	7.97624 
14.25028	18.89189	22.92901	19.59810 
0.40762	17.83214	16.05585	21.17176 
21.94208	1.41078	26.91702	8.45037 
20.02810	0.93011	6.90796	14.54694 
0.27552	20.97180	13.02923	8.33215 
25.00616	12.27651	29.29310	0.54080 
13.13221	21.28032	27.09955	10.87249 
26.43833	8.49839	10.06462	10.57847 
23.41569	12.45173	26.84148	5.96487 
7.30185	20.70322	24.65541	19.89517 
23.43997	9.45483	20.98213	7.35592 
12.29995	11.77284	14.05219	15.29308 
29.94653	26.15673	23.25169	8.26226 
6.38473	24.97086	11.68358	8.20247 
8.81681	9.88937	24.40605	17.75563 
6.27593	6.41347	11.76102	14.78308 
19.09544	18.65536	14.76766	6.28275 
9.49588	19.31980	7.95421	21.40305 
29.77505	17.83860	8.43230	15.01587 
20.26740	6.68512	16.07014	10.32083 
7.21403	24.38398	1.17966	4.14333 
24.85356	13.45867	4.60723	0.94756 
22.35658	19.65018	2.32984	7.53857 
12.70454	10.02628	24.27520	12.36196 
7.59251	3.53197	22.54028	16.43424 
26.01913	17.25404	0.18324	7.53000 
8.69501	23.90026	27.25876	28.11460 
19.47873	25.26931	21.55462	7.86414 
10.06416	22.17631	5.40082	7.36925 
12.58241	27.32542	18.34028	12.33565 
29.57686	7.42094	4.25774	27.56752 
27.79674	24.47415	14.29204	13.60287 
13.28576	14.86971	22.51945	18.02489 
23.87802	20.85666	6.90808	26.27235 
26.76837	26.65548	17.25070	21.02323 
28.82641	16.82918	5.97624	8.69312 
26.44463	1.75145	16.00123	25.86559 
2.44901	7.77811	4.37219	22.68543 
8.56796	20.86005	2.44642	11.36062 
10.96576	12.03167	23.62268	13.84720 
21.10469	9.32610	13.26128	24.57010 
21.19778	15.31319	15.10005	25.16867 
5.31035	28.70809	15.90871	27.07224 
18.36858	22.37001	23.24023	9.20778 
27.52439	5.57909	14.81167	27.48791 
26.91602	10.65051	9.31682	5.65165 
1.72240	21.52035	21.37865	7.01514 
14.52687	20.11366	16.89372	1.37184 
25.36825	4.38651	11.20069	2.15292 
17.10254	23.24878	5.06450	3.04197 
4.52186	23.26189	17.59506	28.53315 
9.07447	16.16041	21.87035	25.31119 
28.09311	17.87419	24.19066	18.30600 
1.75073	7.26582	11.32489	2.08444 
11.52728	6.96820	29.55937	2.44487 
0.23003	29.81937	13.40626	18.64808 
11.56845	19.60963	5.62020	13.07687 
20.39797	23.71941	5.02547	4.02411 
5.03148	11.05321	22.97888	23.48237 
12.94546	19.44505	1.72693	8.71219 
20.39178	24.01539	1.65998	16.11070 
18.48533	3.00432	1.40074	7.90833 
14.59281	12.10873	16.91532	16.93477 
12.33538	6.65766	7.10900	7.21025 
6.91470	8.85427	27.09390	13.88114 
15.50257	27.70214	17.18211	14.98407 
4.19476	19.16170	14.26046	22.45125 
13.53776	6.29360	2.81163	10.76231 
10.79191	24.90731	6.87777	5.04234 
20.42404	11.88076	27.23834	6.92911 
14.86622	17.78284	25.49871	3.50248 
3.97027	21.63969	15.24919	22.93482 
13.16242	11.78297	5.04119	3.53868 
2.98233	9.23069	18.43386	4.14863 
7.11723	7.81261	25.18605	3.05029 
29.22044	21.05424	9.40392	13.42241 
19.34061	3.13218	20.89244	7.54865 
23.38545	1.39976	27.49621	25.20955 
23.60046	14.39139	0.66817	18.88371 
8.20302	14.98804	10.29910	22.98094 
9.59046	24.50179	0.92387	24.15568 
24.43210	22.85107	29.51497	1.70424 
4.40690	12.88073	2.02179	4.97847 
26.77101	24.84735	21.58265	9.46335 
21.15723	16.20885	21.65711	2.77336 
2.77065	29.70304	5.18243	14.01241 
24.47440	3.74927	27.86913	4.77388 
7.87954	4.01349	1.00937	19.33452 
14.80260	0.89372	22.95094	21.80181 
2.94055	20.56040	5.28390	13.02199 
27.62197	7.17774	1.08005	20.38256 
19.20589	16.60889	14.54122	29.05268 
26.85001	24.39341	17.26869	9.58756 
5.30474	18.67165	6.05201	14.02582 
12.84721	4.88333	24.23112	5.20093 
23.41328	26.74769	18.87205	14.82495 
11.97114	16.53116	23.67920	28.03876 
25.97529	29.27771	22.33913	28.25258 
10.01961	0.25654	12.88245	7.80842 
19.29740	2.96529	23.13060	26.33794 
11.20425	13.88418	24.70129	11.16466 
29.03225	1.00578	4.55582	7.55534 
2.48732	4.36156	1.61024	17.11799 
9.64052	13.07489	19.33085	6.39684 
7.86809	0.41753	17.62592	3.31700 
1.92677	2.81063	22.90389	15.35773 
7.60702	28.95482	23.57665	18.06422 
21.93826	8.91616	19.63182	0.32943 
7.04839	16.95265	25.39800	17.09271 
18.49466	15.21464	15.02311	10.46541 
16.71005	3.40365	13.56604	14.07121 
8.71803	29.43639	27.69512	15.56755 
25.27355	20.37305	1.07462	16.55055 
28.73187	13.71866	7.45465	18.70699 
7.52045	17.15890	17.62444	28.33703 
1.89210	16.53409	28.89851	17.59027 
20.17457	19.18199	12.59395	4.80610 
17.15340	19.29249	29.15945	13.85735 
21.49380	0.79338	11.25679	8.24758 
7.47668	26.96399	0.16888	6.10122 
25.48375	1.51729	22.08769	16.80263 
21.90974	13.17055	14.94872	11.07650 
18.42520	4.64799	8.81740	12.61226 
7.38139	9.37615	0.12543	18.92191 
1.70234	22.77086	2.51075	12.92023 
23.17329	13.13723	14.65790	11.39779 
21.93751	9.07057	7.71253	8.75361 
12.84083	2.52276	22.19442	0.76065 
2.87124	3.20993	19.74144	9.59488 
14.78349	16.88702	1.02761	14.21470 
15.86516	13.24530	9.06975	3.53192 
14.23007	27.07663	24.11712	5.57357 
26.70762	5.22399	27.10867	4.58182 
18.55002	18.16621	17.44378	21.06840 
29.79530	25.52701	23.52803	22.15033 
4.67911	10.59170	6.30619	23.92420 
0.27044	4.58668	18.78619	5.88232 
27.30430	6.50072	1.22041	21.40852 
1.74299	12.69605	9.53212	19.41269 
4.77648	12.71489	4.68171	13.12994 
1.28667	3.28995	11.50876	28.02703 
18.50180	14.49720	20.70327	7.61396 
